sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500101125,YouBike2.0_臨江街夜市(通化街101巷口),30,13,大安區,2022-05-22 08:29:11,25.02952,121.55406,通化街111號,Daan Dist.,YouBike2.0_Linjiang St night market (Ln. 101， Tonghua St),No. 101， Tonghua St.,17,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500101126,YouBike2.0_臨江街夜市(基隆路),17,5,大安區,2022-05-22 08:23:11,25.02931,121.55721,基隆路二段108號,Daan Dist.,YouBike2.0_Linjiang St night market (Keelung Rd),No. 108， Sec. 2， Keelung Rd.,12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:11,2022-05-22
500101127,YouBike2.0_台北科技大學億光大樓,46,29,大安區,2022-05-22 08:20:39,25.04177,121.53833,忠孝東路三段81號,Daan Dist.,YouBike2.0_National Taipei University of Technology (Everlight Building),No. 81， Sec. 3， Zhongxiao E. Rd.,17,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:20:39,2022-05-22
500101128,YouBike2.0_新生南路一段119巷口,33,18,大安區,2022-05-22 08:26:12,25.04003,121.53299,新生南路一段113號,Daan Dist.,YouBike2.0_Ln. 119， Sec. 1， Xinsheng S. Rd Intersection,No. 113， Ln. 119， Sec. 1， Xinsheng S. Rd.,15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:12,2022-05-22
500101129,YouBike2.0_幸安國小(仁愛路),16,4,大安區,2022-05-22 07:49:37,25.03753,121.53523,仁愛路三段22號,Daan Dist.,YouBike2.0_Xing'an Elementary School (Ren'ai Rd),No. 22， Sec. 3， Ren'ai Rd.,12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:49:37,2022-05-22
500101130,YouBike2.0_民榮公園,15,7,大安區,2022-05-22 08:29:38,25.03534,121.5354,建國南路一段304巷45號南側,Daan Dist.,YouBike2.0_Minrong Park,No. 45， Ln. 304， Sec. 1， Jianguo S. Rd. (South),8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500101131,YouBike2.0_復興南路1段340巷口,38,7,大安區,2022-05-22 08:01:38,25.03701,121.54348,復興南路一段信義路三段147巷45弄口,Daan Dist.,YouBike2.0_Ln. 340， Sec. 1， Fuxing S. Rd Intersection,Sec. 1， Fuxing S. Rd & Aly. 45， Ln. 147， Sec. 3， Xinyi Rd Intersection.,31,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:01:38,2022-05-22
500101132,YouBike2.0_建國濟南路口,29,3,大安區,2022-05-22 07:52:11,25.03935,121.53828,建國南路一段/濟南路三段口(東南側),Daan Dist.,YouBike2.0_Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection,Sec. 1， Jianguo S. Rd & Sec. 3， Jinan Rd Intersection. (Southeast),26,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:52:11,2022-05-22
500101133,YouBike2.0_捷運忠孝復興站(2號出口),58,28,大安區,2022-05-22 08:29:11,25.04035,121.5436,復興南路一段/仁愛路三段123巷13弄(西北側),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 2),Sec. 1， Fuxing S. R & Aly. 13， Ln. 123， Sec. 3， Ren'ai Rd. (Northwest),30,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500101134,YouBike2.0_捷運大安站(4號出口),13,13,大安區,2022-05-22 08:19:04,25.0332,121.5439,信義路4段6號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 4),No. 6， Sec. 4， Xinyi Rd.,0,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:19:04,2022-05-22
500101135,YouBike2.0_捷運大安站(2號出口),22,13,大安區,2022-05-22 08:25:38,25.03358,121.54141,信義路3段143號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 2),No. 143， Sec. 3， Xinyi Rd.,9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:25:38,2022-05-22
500101136,YouBike2.0_信義大安路口(信維大樓),12,12,大安區,2022-05-22 07:52:03,25.03317,121.54639,信義路四段74號(前),Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Da’an Rd Intersection (Xinwei Building),No. 74， Sec. 4， Xinyi Rd.,0,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:52:03,2022-05-22
500101137,YouBike2.0_龍門廣場,50,13,大安區,2022-05-22 08:26:38,25.04092,121.54825,敦化南路一段與敦化南路一段236巷口,Daan Dist.,YouBike2.0_Long Men Plaza,Sec. 1， Dunhua S. Rd & Ln. 236， Sec. 1， Dunhua S. Rd Intersection.,32,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:38,2022-05-22
500101138,YouBike2.0_仁愛安和路口,20,9,大安區,2022-05-22 08:04:11,25.03754,121.55285,仁愛路四段258號前,Daan Dist.,YouBike2.0_Sec. 4， Ren'ai Rd & Sec. 1， Anhe Rd Intersection,No. 74， Sec. 4， Ren'ai Rd.,11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:04:11,2022-05-22
500101139,YouBike2.0_信義敦化路口,42,23,大安區,2022-05-22 08:18:38,25.03333,121.54977,信義路四段155號前,Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Sec. 1， Dunhua S. Rd Intersection,No. 155， Sec. 4， Xinyi Rd,19,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:18:38,2022-05-22
500101140,YouBike2.0_仁愛國中,25,14,大安區,2022-05-22 08:04:11,25.03706,121.55166,安和路一段75號(對面),Daan Dist.,YouBike2.0_Ren Ai Junior High School,No. 75， Sec. 1， Anhe Rd.,11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:04:11,2022-05-22
500101141,YouBike2.0_捷運信義安和站(2號出口),26,21,大安區,2022-05-22 08:26:12,25.03304,121.55171,信義路四段188號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta (Exit 2),No. 188， Sec. 4， Xinyi Rd,5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:12,2022-05-22
500101142,YouBike2.0_八德市場,30,13,大安區,2022-05-22 07:57:10,25.04463,121.53665,市民大道三段170號,Daan Dist.,YouBike2.0_Bade Traditional Market,No. 170， Sec. 3， Civic Blvd.,17,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:57:10,2022-05-22
500101143,YouBike2.0_昌隆公園,16,4,大安區,2022-05-22 07:39:11,25.04448,121.53946,市民大道三段206號西側,Daan Dist.,YouBike2.0_Changlong Park,No. 206， Sec. 3， Civic Blvd. (West),12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:39:11,2022-05-22
500101144,YouBike2.0_捷運大安森林公園站(2號出口),52,11,大安區,2022-05-22 08:25:12,25.03332,121.53435,捷運大安森林公園站(2號出口)西側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 2),MRT Daan Park Sta. (Exit 2) (West),36,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:25:12,2022-05-22
500101145,YouBike2.0_信義延吉街口,15,2,大安區,2022-05-22 08:17:37,25.03318,121.55725,信義路四段353號,Daan Dist.,YouBike2.0_Sec. 4，Xinyi Rd & Yanji St Intersection,No. 353， Sec. 4， Xinyi Rd.,13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:17:37,2022-05-22
500101146,YouBike2.0_光信公園(光復南路456巷),15,11,大安區,2022-05-22 08:14:37,25.03513,121.5561,延吉街249號,Daan Dist.,YouBike2.0_Guangxin Park (Ln. 456， Guangfu S. Rd),No. 249， Yanji St.,4,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:14:37,2022-05-22
500101147,YouBike2.0_僑安地下停車場(2號出口)東南側,20,4,大安區,2022-05-22 08:23:11,25.0391,121.5569,光復南路290巷5號,Daan Dist.,YouBike2.0_Qiao An Dixia Parking (Exit 2) (Southeast),No. 5， Ln. 290， Guangfu S. Rd,15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:11,2022-05-22
500101148,YouBike2.0_建國南路一段279巷口,32,18,大安區,2022-05-22 08:27:37,25.03635,121.53833,建國南路一段275號,Daan Dist.,YouBike2.0_Ln. 279， Sec. 1， Jianguo S. Rd Intersection,No. 275， Sec. 1， Jianguo S. Rd.,14,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:27:37,2022-05-22
500101149,YouBike2.0_捷運忠孝新生站(6號出口),15,9,大安區,2022-05-22 08:11:38,25.04091,121.53295,新生南路一段101號,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 6),No. 101， Sec. 1， Xinsheng S. Rd.,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:11:38,2022-05-22
500101151,YouBike2.0_大安高工,23,23,大安區,2022-05-22 08:23:04,25.03126,121.54339,復興南路二段52號(前),Daan Dist.,YouBike2.0_Daan Vocational High School,No. 52， Sec. 2， Fuxing S. Rd.,0,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:04,2022-05-22
500101152,YouBike2.0_捷運忠孝新生站(3號出口),23,13,大安區,2022-05-22 08:14:11,25.04189,121.53376,忠孝東路三段與10巷口,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 3),Sec. 3， Zhongxiao E. Rd & Ln. 10， Sec. 3， Zhongxiao E. Rd Intersection,10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:14:11,2022-05-22
500101153,YouBike2.0_瑠公公園,20,3,大安區,2022-05-22 08:06:11,25.04201,121.54612,忠孝東路四段49巷4弄/大安路口,Daan Dist.,YouBike2.0_Liugong Park,Aly. 4， Ln. 49， Sec. 4， Zhongxiao E. Rd./Da'an Rd. Intersection,17,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:06:11,2022-05-22
500101154,YouBike2.0_敦化市民路口,25,14,大安區,2022-05-22 07:56:37,25.04405,121.5486,敦化南路1段158號(前),Daan Dist.,YouBike2.0_Dunhua S. Rd. & Civic Blvd. Intersection,No. 158， Sec. 1， Dunhua S. Rd.,11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:56:37,2022-05-22
500101155,YouBike2.0_捷運大安森林公園站(5號出口),15,0,大安區,2022-05-22 08:25:04,25.03336,121.5364,捷運大安森林公園站(5號出口)東側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 5),MRT Daan Park Sta. (Exit 5) (East),15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:25:04,2022-05-22
500101156,YouBike2.0_信義建國路口,34,14,大安區,2022-05-22 08:17:37,25.0328,121.53746,建國南路二段與信義路三段口西南側,Daan Dist.,YouBike2.0_Xinyi Rd. & Jianguo Rd. Intersection,Sec. 2， Jianguo S Rd. & Sec. 3， Xinyi Rd. Intersection (Southwest),20,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:17:37,2022-05-22
500101157,YouBike2.0_東豐公園,19,10,大安區,2022-05-22 08:16:12,25.03569,121.5451,東豐街24號(旁公園路側),Daan Dist.,YouBike2.0_Dongfeng Park,No. 24， Dongfeng St.,9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:16:12,2022-05-22
500101158,YouBike2.0_德安公園(四維路66巷),14,7,大安區,2022-05-22 08:23:38,25.03473,121.54767,四維路66巷6號北側,Daan Dist.,YouBike2.0_Dean Park,No. 6， Ln. 66， Siwei Rd.,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:38,2022-05-22
500101159,YouBike2.0_捷運忠孝復興站(5號出口),41,9,大安區,2022-05-22 08:22:38,25.04262,121.54443,復興南路一段135巷3號(對面),Daan Dist.,YouBike2.0_MRT Zhongxiao Fuxing Sta (Exit 5),No. 3， Ln. 135， Sec. 1， Fuxing S. Rd. (Opposite),32,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:22:38,2022-05-22
500101160,YouBike2.0_捷運忠孝敦化站(2號出口),17,4,大安區,2022-05-22 08:10:38,25.04153,121.5524,忠孝東路四段221號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 2),No. 221， Sec. 4， Zhongxiao E. Rd.,13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:10:38,2022-05-22
500101161,YouBike2.0_捷運忠孝敦化站(7號出口),18,6,大安區,2022-05-22 08:22:11,25.04159,121.54937,忠孝東路四段143號,Daan Dist.,YouBike2.0_MRT Zhongxiao Dunhua Sta. (Exit 7),No. 143， Sec. 4， Zhongxiao E. Rd.,12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:22:11,2022-05-22
500101163,YouBike2.0_瑞安街208巷,15,6,大安區,2022-05-22 08:05:38,25.02979,121.54053,瑞安街208巷39號對面,Daan Dist.,YouBike2.0_Ln. 208， Rui'an St.,No. 39， Ln. 208， Rui'an St. (Opposite),9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:05:38,2022-05-22
500101165,YouBike2.0_樂利路21巷口,17,10,大安區,2022-05-22 08:13:11,25.0277,121.55132,樂利路25號,Daan Dist.,YouBike2.0_Ln. 21， Leli Rd. Intersection,No. 25， Leli Rd.,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:13:11,2022-05-22
500101166,YouBike2.0_捷運科技大樓站(台北教育大學),20,16,大安區,2022-05-22 07:57:37,25.02469,121.54459,和平東路二段134號前,Daan Dist.,YouBike2.0_MRT Technology Building Station,No. 134， Sec. 2， Heping E. Rd.,4,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:57:37,2022-05-22
500101167,YouBike2.0_捷運國父紀念館站(2號出口),31,12,大安區,2022-05-22 08:27:11,25.04122,121.55745,忠孝東路四段/光復南路口(西南側),Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Stataion(Exit 2.),Sec. 4， Jhongsiao E. Rd. & Guangfu S. Rd. Intersection (Southwest),19,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:27:11,2022-05-22
500101168,YouBike2.0_仁愛醫院,20,10,大安區,2022-05-22 08:29:11,25.03756,121.54587,仁愛路四段/大安路一段口(西南側),Daan Dist.,YouBike2.0_Taipei City Hospital Renai Branch,Sec. 4， Ren'ai Rd. & Sec. 1， Da'an Rd. Intersection (Southwest),10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500101169,YouBike2.0_捷運信義安和站(4號出口),18,12,大安區,2022-05-22 08:29:11,25.03305,121.55378,信義路四段252號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.4),No. 252， Sec. 4， Sinyi Rd.,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500101170,YouBike2.0_成功國宅,20,6,大安區,2022-05-22 08:15:39,25.02681,121.54668,和平東路三段1巷/四維路198巷口(西北側),Daan Dist.,YouBike2.0_Chengong Public Housing,Ln. 1， Sec. 3， Heping E. Rd. & Ln. 198， Sihwei Rd. Intersection (Northwest),14,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:15:39,2022-05-22
500101171,YouBike2.0_仁愛延吉街口,17,5,大安區,2022-05-22 08:25:12,25.03748,121.55564,仁愛路四段376號前,Daan Dist.,YouBike2.0_Renai & Yanji Intersection,No. 376， Sec. 4， Ren'ai Rd.,12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:25:12,2022-05-22
500101172,YouBike2.0_捷運信義安和站(1號出口),23,10,大安區,2022-05-22 08:21:37,25.03331,121.55265,信義路四段225號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.1),No. 225， Sec. 4， Sinyi Rd.,13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:21:37,2022-05-22
500101173,YouBike2.0_敦化南路二段103巷口,12,4,大安區,2022-05-22 08:14:37,25.0287,121.54904,敦化南路二段99號前,Daan Dist.,YouBike2.0_Ln. 103，Sec. 2，Dunhua S. Rd.,No. 99， Sec. 2， Dunhua S. Rd.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:14:37,2022-05-22
500101174,YouBike2.0_復興南路二段128巷口,24,9,大安區,2022-05-22 08:20:39,25.02861,121.54336,復興南路二段142之1號前,Daan Dist.,YouBike2.0_Ln. 128， Sec. 2， Fuxing S. Rd.,No. 142-1， Sec. 2， Fusing S. Rd.,15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:20:39,2022-05-22
500101175,YouBike2.0_和平東建國南路口,14,9,大安區,2022-05-22 08:28:12,25.02575,121.5377,和平東路/建國南路口(北側),Daan Dist.,YouBike2.0_Heping E. Rd. & Jianguo S. Rd. Intersection,Heping E. Rd. & Jianguo S. Rd. Intersection (North),5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:28:12,2022-05-22
500101176,YouBike2.0_芳蘭山莊,16,6,大安區,2022-05-22 07:52:37,25.01223,121.54788,基隆路三段155巷148號,Daan Dist.,YouBike2.0_Fanglan,No. 148， Ln. 155， Sec. 3， Keelung Rd.,10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:52:37,2022-05-22
500101177,YouBike2.0_復興南路一段126巷口,15,1,大安區,2022-05-22 08:12:03,25.04311,121.54313,復興南路一段126巷1號前,Daan Dist.,YouBike2.0_Ln. 126， Sec. 1， Fuxing S. Rd.,No. 1， Ln. 126， Sec. 1， Fuxing S. Rd.,14,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:12:03,2022-05-22
500101179,YouBike2.0_捷運東門站(5號出口),28,17,大安區,2022-05-22 08:26:38,25.03363,121.52962,信義路二段178號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 5),No. 178， Sec. 2， Xinyi Rd.,11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:38,2022-05-22
500101180,YouBike2.0_仁愛路四段48巷口,11,3,大安區,2022-05-22 07:48:11,25.03609,121.54709,仁愛路四段48巷/東豐街(北側),Daan Dist.,YouBike2.0_Ln. 48， Sec. 4， Ren'ai Rd.,Ln. 48， Sec. 4， Ren'ai Rd. & Dongfeng St. Intersection (North),8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:48:11,2022-05-22
500101182,YouBike2.0_臺北科技大學(電機工程系),16,11,大安區,2022-05-22 07:44:37,25.04196,121.53653,忠孝東路三段100號對側,Daan Dist.,YouBike2.0_NTUT(EE),No. 100， Sec. 3， Zhongxiao E. Rd. (Opposite),5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:44:37,2022-05-22
500101183,YouBike2.0_忠孝東路三段217巷口,34,22,大安區,2022-05-22 08:10:19,25.04176,121.54027,忠孝東路三段229-1號前,Daan Dist.,YouBike2.0_Ln. 217， Sec. 3， Zhongxiao E. Rd.,No. 229-1， Sec. 3， Zhongxiao E. Rd.,12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:10:19,2022-05-22
500101184,YouBike2.0_新生南路三段94巷口,15,7,大安區,2022-05-22 08:26:38,25.01744,121.53334,新生南路三段94號前,Daan Dist.,YouBike2.0_Ln. 94， Sec. 3， Xinsheng S. Rd. Intersection,No. 94， Sec. 3， Xinsheng S. Rd.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:38,2022-05-22
500101185,YouBike2.0_辛亥新生路口西北側,12,6,大安區,2022-05-22 08:28:38,25.02267,121.5341,辛亥路一段/新生南路三段(西北側),Daan Dist.,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest),6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:28:38,2022-05-22
500101186,YouBike2.0_捷運大安站(6號出口),19,5,大安區,2022-05-22 08:26:38,25.03479,121.54376,復興南路一段303號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 6),No. 303， Sec. 1， Fuxing S. Rd.,14,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:38,2022-05-22
500101187,YouBike2.0_臥龍街195巷口,14,11,大安區,2022-05-22 08:29:38,25.01783,121.55224,臥龍街/臥龍街195巷(南側),Daan Dist.,YouBike2.0_Ln. 195， Wolong St.,Wolong St. / Ln. 195， Wolong St. Intersection (South),3,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500101188,YouBike2.0_辛亥路三段157巷口,19,4,大安區,2022-05-22 08:04:11,25.01727,121.54904,辛亥路三段與辛亥路三段157巷口西北側,Daan Dist.,YouBike2.0_Ln. 157， Sec. 3， Xinhai Rd.,Sec. 3， Xinhai Rd. & Ln. 157， Sec. 3， Xinhai Rd. Intersection (Northwest),15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:04:11,2022-05-22
500101189,YouBike2.0_臥龍基隆路口,16,6,大安區,2022-05-22 07:46:37,25.02039,121.54853,臥龍街與基隆路二段口東北側,Daan Dist.,YouBike2.0_Wolong St. & Xinyi Rd. Intersection,Wolong St. & Sec. 2， Xinyi Rd. Intersection (Northeast),10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:46:37,2022-05-22
500101190,YouBike2.0_敦親公園,16,4,大安區,2022-05-22 08:05:11,25.02347,121.54108,和平東路二段96巷8之1號(前方),Daan Dist.,YouBike2.0_Dunchin Park,No. 8-1， Ln. 96， Sec. 2， Heping E. Rd.,12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:05:11,2022-05-22
500101191,YouBike2.0_大安運動中心,18,9,大安區,2022-05-22 08:22:11,25.02054,121.54561,辛亥路三段55號前方人行道(大安運動中心),Daan Dist.,YouBike2.0_Taipei Daan Sports Center,No. 55， Sec. 3， Xinhai Rd.,9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:22:11,2022-05-22
500101192,YouBike2.0_和平敦化路口,22,2,大安區,2022-05-22 08:23:12,25.02444,121.54908,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East),20,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:12,2022-05-22
500101193,YouBike2.0_基隆長興路口,43,6,大安區,2022-05-22 08:29:38,25.01705,121.54435,基隆路/長興街(東南側),Daan Dist.,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Keelung Rd. & Changxing St. Intersection (Southeast),37,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500101194,YouBike2.0_仁愛路四段122巷口,16,6,大安區,2022-05-22 07:45:11,25.03762,121.55009,仁愛路四段118號前,Daan Dist.,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,No. 188， Sec. 4， Ren'ai Rd.,10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:45:11,2022-05-22
500101196,YouBike2.0_市民敦化路口,15,8,大安區,2022-05-22 01:03:11,25.04464,121.54944,敦化南路一段111號前,Daan Dist.,YouBike2.0_Civic Blvd. & Dunhua Rd. Intersection,No. 111， Sec. 1， Dunhua S. Rd.,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 01:03:11,2022-05-22
500101197,YouBike2.0_忠孝東路四段49巷口,15,8,大安區,2022-05-22 08:19:38,25.04172,121.54541,忠孝東路四段55號前,Daan Dist.,YouBike2.0_Ln. 49， Sec. 4， Zhongxiao E. Rd.,No. 55， Sec. 4， Zhongxiao E. Rd.,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:19:38,2022-05-22
500101198,YouBike2.0_市民復興路口(東南側),16,0,大安區,2022-05-20 00:51:04,25.04472,121.54401,市民大道四段/復興路一段口(東南側),Daan Dist.,YouBike2.0_Civic Blvd. & Fuxing Rd. Intersection (Southeast),Sec. 4， Civic Blvd. & Sec. 1， Fuxing S. Rd. Intersection (Southeast),16,0,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-20 00:51:04,2022-05-20
500101200,YouBike2.0_全安公園,16,7,大安區,2022-05-22 08:26:12,25.02535,121.55101,安和路二段227巷16號對側,Daan Dist.,YouBike2.0_Quanan Park,No. 16， Ln. 227， Sec. 2， Anhe Rd. (Opposite),9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:12,2022-05-22
