sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
500104024,YouBike2.0_前港公園(福德宮),18,9,士林區,2022-05-22 07:38:11,25.08671,121.52096,後港街134巷/後港街口,Shilin Dist,YouBike2.0_Qiangang Park(Fude Temple),Ln. 134， Hougang/Hougang St. Intersection,9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:38:11,2022-05-22
500104025,YouBike2.0_華齡街185巷口,12,3,士林區,2022-05-22 08:27:37,25.08828,121.51985,華齡街188號(前),Shilin Dist,YouBike2.0_Ln. 185， Hualing St.,No. 188， Hualing St.,9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:27:37,2022-05-22
500104026,YouBike2.0_前港公園(前港街),19,11,士林區,2022-05-22 08:27:37,25.0848,121.52125,前港街48號(對面),Shilin Dist,YouBike2.0_Qiangang Park (Qiangang St),No. 48， Qiangang St. (Opposite),8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:27:37,2022-05-22
500104027,YouBike2.0_百齡高中,15,7,士林區,2022-05-22 08:26:12,25.08736,121.52272,承德路四段179巷/承德路4段口,Shilin Dist,YouBike2.0_Bailing High School,Ln. 179， Sec. 4， Chengde Rd. Intersection,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:12,2022-05-22
500104028,YouBike2.0_捷運芝山站(2號出口),21,7,士林區,2022-05-22 08:29:38,25.10364,121.52219,福華路151號(對面),Shilin Dist,YouBike2.0_MRT Zhishan Station,No. 151， Fuhua Rd. (Opposite),14,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500104029,YouBike2.0_臺灣戲曲中心,14,3,士林區,2022-05-22 07:25:11,25.10208,121.51979,文林路751號(南側),Shilin Dist,YouBike2.0_Taiwan Traditional Theatre Center,No. 751， Wenlin Rd. (South),11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:25:11,2022-05-22
500104030,YouBike2.0_捷運劍潭站(2號出口),63,27,士林區,2022-05-22 08:29:11,25.08288,121.52455,基河路18號(對面),Shilin Dist,YouBike2.0_MRT Jianta Station,No.18， Jihe Rd. (Opposite),36,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500104031,YouBike2.0_劍潭基河路口,20,5,士林區,2022-05-22 07:55:38,25.08403,121.5249,劍潭路基河路口(捷運站橋下空間),Shilin Dist,YouBike2.0_Jiantan Rd & Jihe Rd Intersection,Jiantan Rd. & Jihe Rd. Intersection,15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:55:38,2022-05-22
500104032,YouBike2.0_志成公園,15,4,士林區,2022-05-22 08:29:11,25.09667,121.53206,中正路/雨農路口(西北側),Shilin Dist,YouBike2.0_Zhicheng Park,Jhongjheng Rd & Yunong Rd. Intersection (Northwest),11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500104033,YouBike2.0_福林國小,14,7,士林區,2022-05-22 07:44:11,25.09896,121.53025,福志路50號(對面),Shilin Dist,YouBike2.0_Fu-Lin Elementary School,No. 50， Fuzhi Rd. (Opposite),7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:44:11,2022-05-22
500104034,YouBike2.0_中山中正路口,19,6,士林區,2022-05-22 08:15:39,25.09651,121.52753,中山北路五段609號(前),Shilin Dist,YouBike2.0_Sec. 5， Jhongshan N. Rd & Jhongjheng Rd Intersection,No. 609， Sec. 5， Jhongshan N. Rd.,13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:15:39,2022-05-22
500104035,YouBike2.0_士林運動中心,27,13,士林區,2022-05-22 08:28:12,25.08911,121.52154,士商路1號(前),Shilin Dist,YouBike2.0_Shihlin Sport Center,No. 1， Shishang Rd.,14,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:28:12,2022-05-22
500104036,YouBike2.0_陽明高中,36,18,士林區,2022-05-22 07:45:38,25.09164,121.51706,中正路510號(前),Shilin Dist,YouBike2.0_Yangming High School,No. 510， Zhongzheng Rd.,18,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:45:38,2022-05-22
500104037,YouBike2.0_兒童新樂園,23,8,士林區,2022-05-22 07:39:37,25.09631,121.51449,承德路五段55號(旁公車亭),Shilin Dist,YouBike2.0_Taipei Children's Amusement Park,No. 55， Sec. 5， Chengde Rd.,15,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:39:37,2022-05-22
500104038,YouBike2.0_臺北市立天文館,31,5,士林區,2022-05-22 08:23:12,25.09598,121.51776,基河路363號(前),Shilin Dist,YouBike2.0_Taipei Astronomical Museum,No. 363， Jihe Rd.,26,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:12,2022-05-22
500104039,YouBike2.0_華聲公園,27,14,士林區,2022-05-22 08:15:39,25.09619,121.5223,華聲街17號(南側路側),Shilin Dist,YouBike2.0_Huasheng Park,No. 17， Huasheng St. (South),13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:15:39,2022-05-22
500104040,YouBike2.0_福林公園,17,0,士林區,2022-05-03 16:11:15,25.09419,121.52833,福林路/中山北路五段(東北側),Shilin Dist,YouBike2.0_Fulin Park,Sec. 5， Zhongshan N. Rd. (Northwest),17,0,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-03 16:11:15,2022-05-03
500104041,YouBike2.0_捷運士林站(2號出口),31,16,士林區,2022-05-22 08:23:38,25.09343,121.52642,中山北路五段505巷44弄2號(對面),Shilin Dist,YouBike2.0_MRT Shilin Station (Exit 2),No. 2， Aly. 44， Ln. 505， Sec. 5， Zhongshan N. Rd. (Opposite),13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:38,2022-05-22
500104042,YouBike2.0_銘傳大學,30,8,士林區,2022-05-22 08:13:11,25.08771,121.52677,中山北路五段250號(銘傳大學對側),Shilin Dist,YouBike2.0_Ming Chuan University Taipei Campus,No. 250， Sec. 5， Zhongshan N. Rd.,22,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:13:11,2022-05-22
500104043,YouBike2.0_士林高商,26,15,士林區,2022-05-22 08:23:12,25.09435,121.51702,士商路150號(校門旁),Shilin Dist,YouBike2.0_Shilin High School of Commerce,No. 150， Shishang Rd.,11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:12,2022-05-22
500104044,YouBike2.0_蘭雅公園,29,8,士林區,2022-05-22 08:23:12,25.10991,121.53039,忠誠路二段/忠誠路二段40巷(西南側),Shilin Dist,YouBike2.0_Lanya Park,Ln. 40， Sec. 2， Zhongcheng Rd. Intersection (Southwest),21,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:12,2022-05-22
500104045,YouBike2.0_聯合醫院陽明院區,15,8,士林區,2022-05-22 07:22:37,25.10455,121.53195,雨聲街105號(南側),Shilin Dist,YouBike2.0_Taipei City Hospital Yangming Branch,No. 105， Yusheng St. (South),7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:22:37,2022-05-22
500104046,YouBike2.0_捷運芝山站(1號出口),36,15,士林區,2022-05-22 08:26:38,25.10225,121.52286,福華路114號(對面),Shilin Dist,YouBike2.0_MRT Zhishan Sta. (Exit 1),No. 114， Fuhua Rd. (Opposite),20,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:38,2022-05-22
500104047,YouBike2.0_至誠公園,15,7,士林區,2022-05-22 06:38:38,25.10143,121.53585,至誠路一段80號(對面),Shilin Dist,YouBike2.0_Zhicheng Park,No. 80， Sec. 1， Zhicheng Rd. (Opposite),8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 06:38:38,2022-05-22
500104048,YouBike2.0_原住民文化主題公園,21,11,士林區,2022-05-22 07:39:37,25.10113,121.55159,至善路二段280號(對面),Shilin Dist,YouBike2.0_Indigenous People's Park,No. 280， Sec. 2， Zhishan Rd. (Opposite),10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:39:37,2022-05-22
500104049,YouBike2.0_通河東街2段10巷口,15,3,士林區,2022-05-22 08:22:38,25.09106,121.51502,通河東街2段5號(對面),Shilin Dist,YouBike2.0_Ln. 10， Sec. 2， Tonghe E. St. Intersection,No. 5， Sec. 2， Tonghe E. St. (Opposite),12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:22:38,2022-05-22
500104050,YouBike2.0_梅林新村,15,5,士林區,2022-05-22 08:29:11,25.09755,121.54036,至善路一段/至善路一段138巷(北側),Shilin Dist,YouBike2.0_Meilin New Village,Sec. 1， Zhishan Rd & Ln. 138， Sec. 1， Zhishan Rd (North),9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500104051,YouBike2.0_延平北中正路口,30,13,士林區,2022-05-22 08:29:38,25.08678,121.50948,中正路613號(對面),Shilin Dist,YouBike2.0_Yanping N. Rd & Zhongzheng Rd Intersection,No. 403， Zhongzheng Rd,17,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500104052,YouBike2.0_重慶北路四段190巷口,13,7,士林區,2022-05-22 08:12:37,25.08505,121.51166,重慶北路四段198號(前),Shilin Dist,YouBike2.0_Ln. 190， Sec. 4， Chongqing N. Rd Intersection,No. 198， Sec. 4， Chongqing N. Rd,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:12:37,2022-05-22
500104053,YouBike2.0_重慶北葫東街口,15,7,士林區,2022-05-22 06:42:38,25.08393,121.51169,重慶北路四段177號(前),Shilin Dist,YouBike2.0_Sec. 4， Chongqing N. Rd.& Hudong St Intersection,No. 177， Sec. 4， Chongqing N. Rd.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 06:42:38,2022-05-22
500104054,YouBike2.0_葫蘆國小,20,12,士林區,2022-05-22 08:27:11,25.08254,121.5075,環河北路三段/葫蘆街(東北側),Shilin Dist,YouBike2.0_Hulu Elementary School,Sec. 3， Huanhe N. Rd & Hulu St. (Northeast),8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:27:11,2022-05-22
500104055,YouBike2.0_士林3號廣場,30,12,士林區,2022-05-22 08:27:11,25.10459,121.52417,中山北路六段81號(旁),Shilin Dist,YouBike2.0_Shilin Plaza,No. 81， Sec 6， Zhongshan N. Rd.,18,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:27:11,2022-05-22
500104056,YouBike2.0_社正公園,15,9,士林區,2022-05-22 08:19:11,25.08824,121.51054,社中街39號(對面),Shilin Dist,YouBike2.0_Shezheng Park,No. 39， Shezhong St. (Opposite),6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:19:11,2022-05-22
500104057,YouBike2.0_社子國小,15,6,士林區,2022-05-22 08:29:38,25.09058,121.50142,社中街476號(對面),Shilin Dist,YouBike2.0_Shezi Elementary School,No. 476， Shezhong St. (Opposite),9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500104058,YouBike2.0_社中街384巷口,18,7,士林區,2022-05-22 08:15:39,25.09346,121.50376,通河西街二段194號(對面),Shilin Dist,YouBike2.0_Ln. 384， Shezhong St Intersection,No. 194， Sec. 2， Tonghe W. St. (Opposite),11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:15:39,2022-05-22
500104059,YouBike2.0_忠誠路一段138號,15,6,士林區,2022-05-22 08:15:13,25.10641,121.52944,忠誠路一段138號(斜前方),Shilin Dist,YouBike2.0_No. 138， Sec. 1， Zhongcheng Rd,No. 138， Sec. 1， Zhongcheng Rd. (Diagonally across),9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:15:13,2022-05-22
500104060,YouBike2.0_社子公園,14,8,士林區,2022-05-22 08:10:38,25.0902,121.50622,永平街20巷37弄/永平街20巷11弄(社子公園南側),Shilin Dist,YouBike2.0_Shezi Park,Aly. 37， Ln. 20， Yongping St & Aly. 11， Ln. 20， Yongping St Intersection.,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:10:38,2022-05-22
500104061,YouBike2.0_國立故宮博物院,17,7,士林區,2022-05-22 07:36:11,25.09833,121.54788,力行街8號(對面),Shilin Dist,YouBike2.0_National Palace Museum,No. 8， Lixing St. (Opposite),10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:36:11,2022-05-22
500104062,YouBike2.0_泰北高中,12,7,士林區,2022-05-22 08:00:27,25.09763,121.53402,福林路240號(前),Shilin Dist,YouBike2.0_Taibei High School,No. 240， Fulin Rd.,5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:00:27,2022-05-22
500104063,YouBike2.0_後港公園,15,7,士林區,2022-05-21 19:21:22,25.09312,121.51419,通河東街二段26號(旁公園),Shilin Dist,YouBike2.0_Hougang Park,No. 26， Sec. 2， Tonghe E. St. (Side),8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-21 19:21:22,2022-05-21
500104064,YouBike2.0_重慶北路四段117號,18,8,士林區,2022-05-22 08:17:37,25.08279,121.51219,重慶北路四段117號(前),Shilin Dist,YouBike2.0_No. 117， Sec. 4， Chongqing N. Rd,No. 117， Sec. 4， Chongqing N. Rd.,10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:17:37,2022-05-22
500104065,YouBike2.0_社子島島頭公園,15,4,士林區,2022-05-22 08:06:11,25.10893,121.46639,延平北路九段323號(後方堤外),Shilin Dist,YouBike2.0_Daotou Park,No. 323， Sec. 9， Yanping N. Rd. (Back),11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:06:11,2022-05-22
500104066,YouBike2.0_延平北路八段133巷口,15,3,士林區,2022-05-22 08:16:37,25.10304,121.48297,延平北路八段133巷42號(對面),Shilin Dist,YouBike2.0_Ln. 133， Sec. 8， Yanping N. Rd Intersection,No. 67， Ln. 133， Sec. 8， Yanping N. Rd Intersection. (Opposite),12,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:16:37,2022-05-22
500104067,YouBike2.0_坤天亭,14,6,士林區,2022-05-22 04:11:37,25.1064,121.4836,延平北路八段96巷15號(前),Shilin Dist,YouBike2.0_Kuntian Temple,No. 15， Ln. 96， Sec. 8， Yanping N. Rd.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 04:11:37,2022-05-22
500104068,YouBike2.0_社子島濕地解說小築,15,8,士林區,2022-05-22 02:19:37,25.11314,121.48974,社子島濕地解說小築,Shilin Dist,YouBike2.0_Shezidao Wetlands Service Center,Shezidao Wetlands Service Center,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 02:19:37,2022-05-22
500104069,YouBike2.0_福安國中,11,2,士林區,2022-05-22 07:17:37,25.10261,121.48819,延平北路七段250號(前),Shilin Dist,YouBike2.0_Fu'an Junior High School,No. 250， Sec. 7， Yanping N. Rd.,9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:17:37,2022-05-22
500104070,YouBike2.0_福安消防分隊,15,11,士林區,2022-05-22 08:24:38,25.09669,121.49706,延平北路七段42之7號(對面),Shilin Dist,YouBike2.0_Taipei City Fire Department of Fuan Station,No. 42-7， Sec. 7， Yanping N. Rd. (Opposite),4,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:24:38,2022-05-22
500104071,YouBike2.0_聖山綠地,15,8,士林區,2022-05-22 08:28:12,25.10696,121.53234,忠義街94號(旁),Shilin Dist,YouBike2.0_Shengshan Greens,No. 94， Zhongyi St.,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:28:12,2022-05-22
500104072,YouBike2.0_芝山國小,14,8,士林區,2022-05-22 08:20:39,25.11044,121.53595,德行東路285號(德行東路283巷側人行道),Shilin Dist,YouBike2.0_Zhishan Elementary School,No. 285， Dexing E. Rd. (Ln. 283， Dexing E. Rd),6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:20:39,2022-05-22
500104073,YouBike2.0_士林新天地,19,8,士林區,2022-05-22 08:29:11,25.08899,121.51751,大南路325號前方,Shilin Dist,YouBike2.0_Shilin New Village,No.325， Danan Rd.,11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:11,2022-05-22
500104074,YouBike2.0_蘭雅國小,11,5,士林區,2022-05-22 08:10:19,25.10775,121.52312,礦溪街與中山北路六段195巷口,Shilin Dist,YouBike2.0_Lanya Elementary School,Huangsi St. & Ln. 195， Sec. 6， Jhongshan N. Rd. Intersection,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:10:19,2022-05-22
500104075,YouBike2.0_中正基河路口,28,8,士林區,2022-05-22 08:20:39,25.0933,121.51962,中正路420號前,Shilin Dist,YouBike2.0_Jhongjheng Rd. & Jihe Rd. Intersection,No. 420， Jhongjheng Rd.,20,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:20:39,2022-05-22
500104076,YouBike2.0_福林公園(中正路),27,14,士林區,2022-05-22 08:03:11,25.09609,121.53006,中正路/志成街口(南側),Shilin Dist,YouBike2.0_Fulin Park (Jhongjheng Rd.),Jhongjheng Rd. & Jhihcheng St. Intersection (South),13,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:03:11,2022-05-22
500104077,YouBike2.0_至善臨溪路口,22,5,士林區,2022-05-22 06:23:10,25.09709,121.54229,至善路一段/臨溪路(西南側),Shilin Dist,YouBike2.0_Jhihshan Rd. & Linsi Rd. Intersection,Sec. 1， Jhihshan Rd. & Linsi Rd. Intersection (Southwest),17,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 06:23:10,2022-05-22
500104078,YouBike2.0_市立圖書館葫蘆堵分館,10,5,士林區,2022-05-22 08:04:11,25.08217,121.51074,延平北路五段136巷1號前,Shilin Dist,YouBike2.0_Taipei Public Library Huludu Branch,No. 1， Ln. 136， Sec. 5， Yanping N. Rd.,5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:04:11,2022-05-22
500104079,YouBike2.0_東山路110巷口,16,4,士林區,2022-05-22 08:11:12,25.11306,121.53945,東山路114號對側,Shilin Dist,YouBike2.0_Ln. 110， Dongshan Rd.,No. 114， Dongshan Rd. (Opposite),10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:11:12,2022-05-22
500104080,YouBike2.0_永平社會住宅,15,7,士林區,2022-05-22 08:26:12,25.08887,121.50314,環河北路三段261巷2號,Shilin Dist,YouBike2.0_Yongping Social Housing,No. 2， Ln. 261， Sec. 3， Huanhe N. Rd.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:12,2022-05-22
500104081,YouBike2.0_雨農橋,16,5,士林區,2022-05-22 08:23:12,25.10012,121.53253,福志路14巷42號(對面),Shilin Dist,YouBike2.0_Yunong Bridge,No. 42， Ln. 14， Fuzhi Rd. (Opposite),11,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:23:12,2022-05-22
500104082,YouBike2.0_通河街76巷/承德路四段10巷口,14,5,士林區,2022-05-22 08:24:38,25.08019,121.5202,承德路四段10巷37號(旁),Shilin Dist,YouBike2.0_Ln. 76， Tonghe St. & Ln. 10， Sec. 4， Chengde Rd. Intersection,No. 37， Ln. 10， Sec. 4， Chengde Rd.,6,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:24:38,2022-05-22
500104083,YouBike2.0_芝山聖佑宮,15,8,士林區,2022-05-21 19:45:38,25.10455,121.53025,雨聲街90號旁,Shilin Dist,YouBike2.0_Zhishan Shengyou Temple,No. 90， Yusheng St.,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-21 19:45:38,2022-05-21
500104084,YouBike2.0_至誠雨聲街口,10,5,士林區,2022-05-22 08:20:39,25.10199,121.52927,至誠路二段與雨聲街口東北側,Shilin Dist,YouBike2.0_Zhicheng Rd. & Yusheng St. Intersection,Sec. 2， Zhicheng Rd. & Yusheng St. Intersection (Northeast),5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:20:39,2022-05-22
500104085,YouBike2.0_捷運線型公園(後街),13,3,士林區,2022-05-22 08:26:38,25.09812,121.52449,後街15號旁,Shilin Dist,YouBike2.0_MRT Linear Park (Hou St.),No. 15， Hou St.,10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:38,2022-05-22
500104086,YouBike2.0_天母公園,12,5,士林區,2022-05-22 07:42:37,25.12408,121.53003,中山北路七段141巷30號對側,Shilin Dist,YouBike2.0_Tianmu Park,No. 30， Ln. 141， Sec. 7， Zhongshan N. Rd. (Opposite),7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:42:37,2022-05-22
500104087,YouBike2.0_基河文林路口,16,6,士林區,2022-05-22 08:24:38,25.08637,121.5247,基河路3-1號對側人行道,Shilin Dist,YouBike2.0_Jihe Rd. & Wenlin Rd. Intersection,No. 3-1， Jihe Rd. (Opposite),10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:24:38,2022-05-22
500104088,YouBike2.0_文林福華路口,19,14,士林區,2022-05-22 08:28:38,25.10094,121.52243,文林路 / 福華路口(東側),Shilin Dist,YouBike2.0_Wenlin Rd. & Fude Rd. Intersection,Wenlin Rd. & Fude Rd. Intersection (East),5,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:28:38,2022-05-22
500104089,YouBike2.0_劍潭海外青年活動中心_1,10,2,士林區,2022-05-22 08:26:12,25.0796,121.5237,通河街 / 通河街2巷(南側),Shilin Dist,YouBike2.0_Chientan Overseas Youth Activity Center_1,Tonghe St. & Ln. 2， Tonghe St.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:26:12,2022-05-22
500104090,YouBike2.0_社子國小_1,20,11,士林區,2022-05-22 07:31:37,25.09029,121.50189,延平北路六段/社中街(社子國小對面跨提便道橋下),Shilin Dist,YouBike2.0_SheZi Elementary School,Sec. 6， Yanping N. Rd./Shezhong St. Intersection (South),9,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:31:37,2022-05-22
500104091,YouBike2.0_捷運劍潭站(1號出口),70,11,士林區,2022-05-22 08:29:38,25.08577,121.52531,捷運劍潭站(1號出口)北側,Shilin Dist,YouBike2.0_MRT Jianta Sta. (Exit 1),MRT Jianta Sta. (Exit 1) (North),59,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 08:29:38,2022-05-22
500104092,YouBike2.0_德行東山路口,12,5,士林區,2022-05-22 06:59:38,25.1107,121.53999,德行東路/東山路(西北側),Shilin Dist,YouBike2.0_Dexing Rd. & Dongshan Rd. Intersection,Dexing E. Rd. & Dongshan Rd. Intersection (Northwest),7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 06:59:38,2022-05-22
500104094,YouBike2.0_重慶北通河西街口,12,4,士林區,2022-05-22 06:52:37,25.08756,121.51177,重慶北路四段276號(前),Shilin Dist,YouBike2.0_Chongqing N. Rd. & Tonghe W. St. Intersection,No. 276， Sec. 4， Chongqing N. Rd.,8,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 06:52:37,2022-05-22
500104095,YouBike2.0_葫蘆國小(延平北路五段285巷),15,5,士林區,2022-05-22 07:47:11,25.08406,121.5067,環河北路三段/延平北路五段285巷,Shilin Dist,YouBike2.0_Hulu Elementary School (Ln. 285， Sec. 5， Yanping N. Rd.),Sec. 3， Huanhe N. Rd. & Ln. 285， Sec. 5， Yanping N. Rd. Intersection,10,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 07:47:11,2022-05-22
500104096,YouBike2.0_社子市場,11,4,士林區,2022-05-22 03:38:10,25.0881,121.50873,延平北路六段67號旁,Shilin Dist,YouBike2.0_Shezi Market,No. 67， Sec. 6， Yanping N. Rd.,7,1,2022-05-22 08:30:20,2022-05-22 08:30:51,2022-05-22 03:38:10,2022-05-22
