sna,tot,lat,lng,流量,路徑
市立圖書館葫蘆堵分館,10,25.08217,121.51074,56,05-29表格/市立圖書館葫蘆堵分館.jpg
東山路110巷口,16,25.11306,121.53945,36,05-29表格/東山路110巷口.jpg
永平社會住宅,15,25.08887,121.50314,28,05-29表格/永平社會住宅.jpg
雨農橋,16,25.10012,121.53253,99,05-29表格/雨農橋.jpg
通河街76巷/承德路四段10巷口,14,25.08019,121.5202,126,05-29表格/通河街76巷/承德路四段10巷口.jpg
芝山聖佑宮,15,25.10455,121.53025,35,05-29表格/芝山聖佑宮.jpg
至誠雨聲街口,10,25.10199,121.52927,118,05-29表格/至誠雨聲街口.jpg
捷運線型公園(後街),13,25.09812,121.52449,144,05-29表格/捷運線型公園(後街).jpg
天母公園,12,25.12408,121.53003,42,05-29表格/天母公園.jpg
基河文林路口,16,25.08637,121.5247,106,05-29表格/基河文林路口.jpg
文林福華路口,19,25.10094,121.52243,118,05-29表格/文林福華路口.jpg
劍潭海外青年活動中心_1,10,25.0796,121.5237,62,05-29表格/劍潭海外青年活動中心_1.jpg
社子國小_1,20,25.09029,121.50189,52,05-29表格/社子國小_1.jpg
捷運劍潭站(1號出口),70,25.08577,121.52531,216,05-29表格/捷運劍潭站(1號出口).jpg
德行東山路口,12,25.1107,121.53999,25,05-29表格/德行東山路口.jpg
重慶北通河西街口,12,25.08756,121.51177,19,05-29表格/重慶北通河西街口.jpg
葫蘆國小(延平北路五段285巷),15,25.08406,121.5067,46,05-29表格/葫蘆國小(延平北路五段285巷).jpg
社子市場,11,25.0881,121.50873,25,05-29表格/社子市場.jpg
士林區農會社子分部,8,25.08912,121.5049,46,05-29表格/士林區農會社子分部.jpg
承德劍潭路口,20,25.0841,121.52341,113,05-29表格/承德劍潭路口.jpg
文林路101巷口,12,25.08761,121.52608,32,05-29表格/文林路101巷口.jpg
延平北路五段257巷15弄口,13,25.08408,121.50959,45,05-29表格/延平北路五段257巷15弄口.jpg
延平北路五段257巷4弄口,15,25.08471,121.5089,20,05-29表格/延平北路五段257巷4弄口.jpg
啟明學校,16,25.11742,121.53472,61,05-29表格/啟明學校.jpg
台北花木批發市場,15,25.00402,121.54074,188,05-29表格/台北花木批發市場.jpg
捷運萬隆站(4號出口),21,25.0027,121.53861,151,05-29表格/捷運萬隆站(4號出口).jpg
捷運萬隆站(1號出口),26,25.00115,121.53916,119,05-29表格/捷運萬隆站(1號出口).jpg
萬和二號公園,18,25.00154,121.5364,147,05-29表格/萬和二號公園.jpg
捷運萬隆站(2號出口),12,25.00144,121.53983,122,05-29表格/捷運萬隆站(2號出口).jpg
景仁公園,16,24.99621,121.54043,205,05-29表格/景仁公園.jpg
捷運景美站(2號出口),31,24.99366,121.54124,330,05-29表格/捷運景美站(2號出口).jpg
羅斯福景隆街口,20,24.99898,121.5403,80,05-29表格/羅斯福景隆街口.jpg
景福街/羅斯福路6段142巷口,28,24.99812,121.53663,0,05-29表格/景福街/羅斯福路6段142巷口.jpg
興旺公園,30,25.00587,121.55012,45,05-29表格/興旺公園.jpg
興福國中,25,25.00465,121.54916,116,05-29表格/興福國中.jpg
興隆路2段203巷,35,25.00346,121.54709,51,05-29表格/興隆路2段203巷.jpg
景美運動公園,11,25.00219,121.54454,82,05-29表格/景美運動公園.jpg
景美醫院,18,24.99136,121.54008,147,05-29表格/景美醫院.jpg
師範大學公館校區,14,25.00792,121.53731,106,05-29表格/師範大學公館校區.jpg
景華街128巷口,14,24.99543,121.54725,137,05-29表格/景華街128巷口.jpg
仙跡岩登山口(景興路),22,24.99118,121.5436,133,05-29表格/仙跡岩登山口(景興路).jpg
國立政治大學,35,24.98737,121.57726,103,05-29表格/國立政治大學.jpg
捷運動物園站,18,24.99873,121.57985,141,05-29表格/捷運動物園站.jpg
捷運木柵站,19,24.99798,121.57455,114,05-29表格/捷運木柵站.jpg
捷運萬芳社區站,16,24.99886,121.56769,62,05-29表格/捷運萬芳社區站.jpg
文山運動中心,20,24.99676,121.5596,76,05-29表格/文山運動中心.jpg
捷運辛亥站,29,25.00467,121.55684,80,05-29表格/捷運辛亥站.jpg
興豐公園,16,24.99982,121.54761,110,05-29表格/興豐公園.jpg
木柵光輝路口,19,24.98816,121.55528,73,05-29表格/木柵光輝路口.jpg
考試院,14,24.98747,121.54984,94,05-29表格/考試院.jpg
和興路26巷口,15,24.98573,121.54532,48,05-29表格/和興路26巷口.jpg
世新大學,16,24.98859,121.54336,68,05-29表格/世新大學.jpg
一壽橋,12,24.97837,121.55548,91,05-29表格/一壽橋.jpg
臺北市立景美女中,13,24.98058,121.55624,84,05-29表格/臺北市立景美女中.jpg
永安藝文館-表演36房,15,24.98414,121.56907,92,05-29表格/永安藝文館-表演36房.jpg
忠順區民活動中心,10,24.98471,121.56332,72,05-29表格/忠順區民活動中心.jpg
景文中學,36,24.98574,121.56745,35,05-29表格/景文中學.jpg
老泉街籃球場,14,24.97619,121.5583,19,05-29表格/老泉街籃球場.jpg
文山行政中心,18,24.98959,121.56959,89,05-29表格/文山行政中心.jpg
木柵公園,25,24.98718,121.56059,36,05-29表格/木柵公園.jpg
興隆公共住宅D2區,19,24.98814,121.56356,51,05-29表格/興隆公共住宅D2區.jpg
木新路3段95巷口,16,24.98088,121.56313,111,05-29表格/木新路3段95巷口.jpg
樟腳里公園,15,24.98181,121.56567,61,05-29表格/樟腳里公園.jpg
實踐國中,20,24.98301,121.55404,33,05-29表格/實踐國中.jpg
指南路3段2巷,13,24.98537,121.57959,54,05-29表格/指南路3段2巷.jpg
萊茵公園,14,24.98642,121.56514,17,05-29表格/萊茵公園.jpg
木柵社會住宅,12,24.98935,121.56651,42,05-29表格/木柵社會住宅.jpg
秀明路一段185巷口,20,24.99151,121.56836,9,05-29表格/秀明路一段185巷口.jpg
秀明路一段129巷口,22,24.99111,121.56703,16,05-29表格/秀明路一段129巷口.jpg
恆光橋(老泉街),13,24.97989,121.56753,33,05-29表格/恆光橋(老泉街).jpg
萬有3號公園,14,24.99889,121.5433,97,05-29表格/萬有3號公園.jpg
捷運萬芳醫院站(興隆路三段115巷),20,24.99939,121.55848,31,05-29表格/捷運萬芳醫院站(興隆路三段115巷).jpg
興得閱覽室,24,24.99579,121.55498,20,05-29表格/興得閱覽室.jpg
辛亥生態公園,18,25.00348,121.55642,52,05-29表格/辛亥生態公園.jpg
博嘉運動公園,12,25.00079,121.57534,6,05-29表格/博嘉運動公園.jpg
國立政治大學(萬壽路),56,24.98841,121.57649,142,05-29表格/國立政治大學(萬壽路).jpg
仙岩公園,11,24.99797,121.54982,20,05-29表格/仙岩公園.jpg
政大一街口,14,24.98543,121.58006,25,05-29表格/政大一街口.jpg
文山第二行政中心,30,25.00115,121.55142,99,05-29表格/文山第二行政中心.jpg
移民署訓練中心,13,24.99271,121.55865,44,05-29表格/移民署訓練中心.jpg
海巡署(南側),10,24.99472,121.55949,7,05-29表格/海巡署(南側).jpg
明道國小東南側,18,24.98695,121.56456,5,05-29表格/明道國小東南側.jpg
木南公園,12,24.98662,121.57071,40,05-29表格/木南公園.jpg
實踐國中(木新路三段310巷口),17,24.98339,121.55645,53,05-29表格/實踐國中(木新路三段310巷口).jpg
師範大學公館校區_1,21,25.00753,121.53719,154,05-29表格/師範大學公館校區_1.jpg
捷運動物園站(2號出口),25,24.99766,121.57875,74,05-29表格/捷運動物園站(2號出口).jpg
敦南山林,14,25.00264,121.5768,23,05-29表格/敦南山林.jpg
辛亥路五段73巷口,13,24.99811,121.55307,28,05-29表格/辛亥路五段73巷口.jpg
景美污水抽水站,10,25.01076,121.53637,64,05-29表格/景美污水抽水站.jpg
臺北自來水事業處,20,25.013741,121.53068,179,05-29表格/臺北自來水事業處.jpg
汀州思源街口東南側,20,25.014697,121.531908,291,05-29表格/汀州思源街口東南側.jpg
捷運公館站(1號出口),12,25.014529,121.534374,182,05-29表格/捷運公館站(1號出口).jpg
捷運公館站(4號出口),12,25.015069,121.533828,222,05-29表格/捷運公館站(4號出口).jpg
捷運古亭站(9號出口),20,25.02694,121.52224,194,05-29表格/捷運古亭站(9號出口).jpg
捷運古亭站(2號出口),41,25.0255,121.52346,243,05-29表格/捷運古亭站(2號出口).jpg
捷運臺電大樓站(1號出口),34,25.0197,121.529,164,05-29表格/捷運臺電大樓站(1號出口).jpg
客家文化主題公園,15,25.02069,121.52456,61,05-29表格/客家文化主題公園.jpg
河堤國小,15,25.02277,121.52289,110,05-29表格/河堤國小.jpg
紀州庵,15,25.02092,121.52049,0,05-29表格/紀州庵.jpg
捷運臺電大樓站(5號出口),14,25.02075,121.52771,110,05-29表格/捷運臺電大樓站(5號出口).jpg
捷運臺電大樓站(4號出口),13,25.02102,121.52751,190,05-29表格/捷運臺電大樓站(4號出口).jpg
羅斯福三段金門街口,15,25.02345,121.52498,161,05-29表格/羅斯福三段金門街口.jpg
牯嶺公園,40,25.02338,121.51889,287,05-29表格/牯嶺公園.jpg
捷運古亭站(8號出口),15,25.02701,121.52164,132,05-29表格/捷運古亭站(8號出口).jpg
捷運古亭站(7號出口),12,25.02805,121.52155,129,05-29表格/捷運古亭站(7號出口).jpg
南昌公園,41,25.02698,121.52081,203,05-29表格/南昌公園.jpg
和平重慶路口,46,25.02723,121.51659,211,05-29表格/和平重慶路口.jpg
孫立人將軍官邸,23,25.02933,121.51854,122,05-29表格/孫立人將軍官邸.jpg
羅斯福路二段6巷口,14,25.02923,121.52058,82,05-29表格/羅斯福路二段6巷口.jpg
金華杭州南路口,21,25.031,121.52211,123,05-29表格/金華杭州南路口.jpg
捷運中正紀念堂站(3號出口),18,25.03239,121.51866,143,05-29表格/捷運中正紀念堂站(3號出口).jpg
捷運中正紀念堂站(4號出口),21,25.03376,121.51772,103,05-29表格/捷運中正紀念堂站(4號出口).jpg
重慶南海路口西南側,16,25.03124,121.51459,107,05-29表格/重慶南海路口西南側.jpg
螢橋國小,22,25.02626,121.51402,176,05-29表格/螢橋國小.jpg
古亭智慧圖書館,14,25.02543,121.51052,45,05-29表格/古亭智慧圖書館.jpg
永昌公園,15,25.02643,121.50936,68,05-29表格/永昌公園.jpg
中華路二段409巷口,15,25.02598,121.50806,65,05-29表格/中華路二段409巷口.jpg
南機場夜市(中華路二段),41,25.02886,121.50518,278,05-29表格/南機場夜市(中華路二段).jpg
南海和平路口西南側,19,25.03024,121.50904,136,05-29表格/南海和平路口西南側.jpg
莒光和平路口,20,25.03132,121.50745,59,05-29表格/莒光和平路口.jpg
水源路11-1號旁,19,25.01602,121.52565,47,05-29表格/水源路11-1號旁.jpg
南門國中,21,25.03543,121.50834,86,05-29表格/南門國中.jpg
捷運小南門站(2號出口),18,25.03567,121.51006,55,05-29表格/捷運小南門站(2號出口).jpg
介壽公園,23,25.03907,121.5138,23,05-29表格/介壽公園.jpg
中華貴陽街口,20,25.03938,121.50772,45,05-29表格/中華貴陽街口.jpg
華山文創園區,39,25.04367,121.52849,197,05-29表格/華山文創園區.jpg
捷運善導寺站(1號出口),17,25.04527,121.5222,153,05-29表格/捷運善導寺站(1號出口).jpg
濟南紹興路口,39,25.04193,121.52459,137,05-29表格/濟南紹興路口.jpg
林森仁愛路口,13,25.03915,121.52163,99,05-29表格/林森仁愛路口.jpg
中正運動中心,18,25.03786,121.51985,125,05-29表格/中正運動中心.jpg
信義杭州路口,47,25.0357,121.5241,158,05-29表格/信義杭州路口.jpg
捷運善導寺站(3號出口),20,25.04428,121.52336,237,05-29表格/捷運善導寺站(3號出口).jpg
捷運小南門站(1號出口),46,25.03648,121.50951,116,05-29表格/捷運小南門站(1號出口).jpg
延平南路133巷口,17,25.03792,121.50846,58,05-29表格/延平南路133巷口.jpg
捷運西門站(2號出口),24,25.0416,121.50842,125,05-29表格/捷運西門站(2號出口).jpg
寶慶博愛路口,19,25.04129,121.5112,74,05-29表格/寶慶博愛路口.jpg
法務部,27,25.03705,121.51249,12,05-29表格/法務部.jpg
臺北市立大學(博愛校區),59,25.03545,121.51327,89,05-29表格/臺北市立大學(博愛校區).jpg
國家圖書館,36,25.03763,121.51709,136,05-29表格/國家圖書館.jpg
市民金山路口,18,25.0459,121.53068,170,05-29表格/市民金山路口.jpg
聯合醫院和平院區,18,25.03516,121.50641,80,05-29表格/聯合醫院和平院區.jpg
中山堂,29,25.04412,121.51025,138,05-29表格/中山堂.jpg
中華漢口街口,19,25.04533,121.50944,134,05-29表格/中華漢口街口.jpg
中華路一段21巷口,22,25.04677,121.50989,85,05-29表格/中華路一段21巷口.jpg
捷運臺大醫院站(4號出口),42,25.04297,121.51643,377,05-29表格/捷運臺大醫院站(4號出口).jpg
寶藏巖觀音亭,23,25.01027,121.5331,145,05-29表格/寶藏巖觀音亭.jpg
師大水源路口,21,25.0203,121.52302,37,05-29表格/師大水源路口.jpg
中山徐州路口,16,25.04176,121.51866,97,05-29表格/中山徐州路口.jpg
信義連雲街口,29,25.03377,121.53041,262,05-29表格/信義連雲街口.jpg
臺北轉運站,46,25.04842,121.51994,0,05-29表格/臺北轉運站.jpg
莒光大埔街口,32,25.03132,121.50519,87,05-29表格/莒光大埔街口.jpg
捷運忠孝新生站(2號出口),20,25.04235,121.53222,251,05-29表格/捷運忠孝新生站(2號出口).jpg
光華商場,25,25.04478,121.53274,309,05-29表格/光華商場.jpg
中山青島路口,16,25.04503,121.51968,156,05-29表格/中山青島路口.jpg
捷運中正紀念堂站(5號出口),29,25.03526,121.5168,108,05-29表格/捷運中正紀念堂站(5號出口).jpg
北平東杭州北路口,20,25.04553,121.52736,121,05-29表格/北平東杭州北路口.jpg
王貫英先生紀念圖書館,15,25.02266,121.52362,111,05-29表格/王貫英先生紀念圖書館.jpg
金山信義路口,11,25.03443,121.52721,166,05-29表格/金山信義路口.jpg
林森徐州路口,16,25.04094,121.52215,111,05-29表格/林森徐州路口.jpg
徐州杭州路口,19,25.04023,121.52565,75,05-29表格/徐州杭州路口.jpg
捷運中正紀念堂站(6號出口),17,25.03615,121.5166,20,05-29表格/捷運中正紀念堂站(6號出口).jpg
捷運臺北車站(M2出口),20,25.04821,121.51903,253,05-29表格/捷運臺北車站(M2出口).jpg
機場捷運台北車站(6號出口),14,25.04972,121.51201,43,05-29表格/機場捷運台北車站(6號出口).jpg
延平北平路口,20,25.04869,121.51163,60,05-29表格/延平北平路口.jpg
臺北市國父史蹟館(逸仙公園),25,25.04779,121.52042,114,05-29表格/臺北市國父史蹟館(逸仙公園).jpg
捷運西門站(5號出口),30,25.04244,121.50864,133,05-29表格/捷運西門站(5號出口).jpg
弘道國中,18,25.03828,121.51524,15,05-29表格/弘道國中.jpg
臺北市第一女子高級中學,17,25.0385,121.51288,8,05-29表格/臺北市第一女子高級中學.jpg
台北市替代役中心,15,25.01808,121.5275,46,05-29表格/台北市替代役中心.jpg
紹興徐州路口,18,25.04051,121.52401,58,05-29表格/紹興徐州路口.jpg
羅斯福寧波東街口,16,25.03145,121.51941,144,05-29表格/羅斯福寧波東街口.jpg
自來水園區,20,25.01328,121.53004,337,05-29表格/自來水園區.jpg
仁愛林森路口,20,25.03895,121.52233,80,05-29表格/仁愛林森路口.jpg
捷運西門站(3號出口),24,25.04178,121.50869,197,05-29表格/捷運西門站(3號出口).jpg
仁愛金山路口,9,25.0384,121.52801,66,05-29表格/仁愛金山路口.jpg
杭州南路一段101巷口,14,25.03746,121.52799,71,05-29表格/杭州南路一段101巷口.jpg
仁愛杭州路口,15,25.03846,121.52497,61,05-29表格/仁愛杭州路口.jpg
龍興里活動中心,15,25.02815,121.51108,76,05-29表格/龍興里活動中心.jpg
通北街65巷口,16,25.08251,121.54004,71,05-29表格/通北街65巷口.jpg
圓山風景區,15,25.07805,121.5295,52,05-29表格/圓山風景區.jpg
樂群二堤頂大道口,20,25.0803,121.56251,60,05-29表格/樂群二堤頂大道口.jpg
劍潭社區,13,25.08524,121.53748,9,05-29表格/劍潭社區.jpg
培英公園,14,25.08258,121.54462,135,05-29表格/培英公園.jpg
樂群二明水路口,20,25.08009,121.55226,95,05-29表格/樂群二明水路口.jpg
北安大直街口,15,25.08474,121.54968,102,05-29表格/北安大直街口.jpg
捷運劍南路站(2號出口),38,25.08401,121.55535,525,05-29表格/捷運劍南路站(2號出口).jpg
樂群二敬業三路口,20,25.07985,121.55609,223,05-29表格/樂群二敬業三路口.jpg
樂群二敬業四路口,43,25.07976,121.55813,317,05-29表格/樂群二敬業四路口.jpg
捷運大直站(3號出口),34,25.07923,121.5473,163,05-29表格/捷運大直站(3號出口).jpg
復興市民路口,36,25.04585,121.54375,293,05-29表格/復興市民路口.jpg
南京遼寧街口,21,25.05176,121.54217,272,05-29表格/南京遼寧街口.jpg
伊通長安路口,15,25.04833,121.53469,186,05-29表格/伊通長安路口.jpg
新生長安路口,15,25.04861,121.52935,99,05-29表格/新生長安路口.jpg
市民林森路口,20,25.04796,121.52439,177,05-29表格/市民林森路口.jpg
南京新生路口,20,25.05194,121.52766,199,05-29表格/南京新生路口.jpg
一江公園,16,25.05316,121.53146,66,05-29表格/一江公園.jpg
松江公園,15,25.05025,121.53273,95,05-29表格/松江公園.jpg
新生長春路口,15,25.05639,121.52752,95,05-29表格/新生長春路口.jpg
第二果菜批發市場,28,25.06642,121.53735,272,05-29表格/第二果菜批發市場.jpg
民生建國路口,17,25.05778,121.53692,100,05-29表格/民生建國路口.jpg
興安華城,62,25.05606,121.54175,264,05-29表格/興安華城.jpg
捷運中山國中站,47,25.06106,121.54406,450,05-29表格/捷運中山國中站.jpg
龍江錦州街口,16,25.06045,121.54077,146,05-29表格/龍江錦州街口.jpg
建國長春路口,16,25.05469,121.53686,56,05-29表格/建國長春路口.jpg
南京建國路口,28,25.05214,121.5368,126,05-29表格/南京建國路口.jpg
捷運松江南京站(7號出口),62,25.05246,121.5332,345,05-29表格/捷運松江南京站(7號出口).jpg
朱崙商場,27,25.04762,121.54043,218,05-29表格/朱崙商場.jpg
中吉公園,15,25.05604,121.53166,57,05-29表格/中吉公園.jpg
華山公園,19,25.0471,121.5277,0,05-29表格/華山公園.jpg
建國北路一段17巷,45,25.04699,121.53735,35,05-29表格/建國北路一段17巷.jpg
江寧公園,15,25.0614,121.53929,124,05-29表格/江寧公園.jpg
民權龍江路口,14,25.06225,121.54107,103,05-29表格/民權龍江路口.jpg
捷運中山國小站(2號出口),59,25.0625,121.52629,215,05-29表格/捷運中山國小站(2號出口).jpg
捷運行天宮站(3號出口),36,25.05992,121.5333,340,05-29表格/捷運行天宮站(3號出口).jpg
林森農安街口,17,25.06531,121.52565,106,05-29表格/林森農安街口.jpg
捷運中山國小站(4號出口),20,25.06283,121.52697,157,05-29表格/捷運中山國小站(4號出口).jpg
農安雙城街口,15,25.06491,121.52449,179,05-29表格/農安雙城街口.jpg
新生德惠街口,15,25.06652,121.52762,87,05-29表格/新生德惠街口.jpg
民族林森路口,16,25.06847,121.52559,114,05-29表格/民族林森路口.jpg
臺北市立美術館,24,25.06987,121.52291,98,05-29表格/臺北市立美術館.jpg
中山民族路口,16,25.06816,121.52265,89,05-29表格/中山民族路口.jpg
新生高架停車場(林森北路107巷口),14,25.04983,121.52853,113,05-29表格/新生高架停車場(林森北路107巷口).jpg
南京林森路口(東南側),10,25.05201,121.52556,199,05-29表格/南京林森路口(東南側).jpg
仁德公園,18,25.05337,121.5289,37,05-29表格/仁德公園.jpg
中原公園,15,25.05583,121.52821,82,05-29表格/中原公園.jpg
下埤公園,14,25.06682,121.54213,86,05-29表格/下埤公園.jpg
五常國中,16,25.06505,121.54366,70,05-29表格/五常國中.jpg
榮星花園,39,25.06424,121.54037,241,05-29表格/榮星花園.jpg
民權建國路口,34,25.06251,121.53765,195,05-29表格/民權建國路口.jpg
松江路431巷口,15,25.06585,121.53338,87,05-29表格/松江路431巷口.jpg
新喜公園,13,25.06533,121.53177,98,05-29表格/新喜公園.jpg
吉林路407巷口,15,25.06595,121.53041,156,05-29表格/吉林路407巷口.jpg
民族松江路口,17,25.06833,121.5328,101,05-29表格/民族松江路口.jpg
林安泰古厝,10,25.07154,121.53058,234,05-29表格/林安泰古厝.jpg
中山公民會館,20,25.06185,121.5226,84,05-29表格/中山公民會館.jpg
渭水八德路口,23,25.04573,121.53508,66,05-29表格/渭水八德路口.jpg
捷運中山站(2號出口),26,25.05228,121.52176,459,05-29表格/捷運中山站(2號出口).jpg
撫順公園,18,25.06416,121.52203,148,05-29表格/撫順公園.jpg
新生公園,8,25.06839,121.53032,125,05-29表格/新生公園.jpg
捷運行天宮站(1號出口),26,25.05867,121.53305,155,05-29表格/捷運行天宮站(1號出口).jpg
林森長春路口,18,25.05497,121.52536,312,05-29表格/林森長春路口.jpg
建國農安街口,30,25.06503,121.53678,111,05-29表格/建國農安街口.jpg
松江路77巷口,10,25.04985,121.53312,75,05-29表格/松江路77巷口.jpg
建國長安路口,15,25.04847,121.53669,0,05-29表格/建國長安路口.jpg
市民新生路口,15,25.04592,121.53207,88,05-29表格/市民新生路口.jpg
民權吉林路口,15,25.06269,121.53061,85,05-29表格/民權吉林路口.jpg
中山農安街口,17,25.0651,121.5224,145,05-29表格/中山農安街口.jpg
捷運行政大樓,14,25.05575,121.52168,120,05-29表格/捷運行政大樓.jpg
中吉公園(松江路188巷),22,25.0568,121.53191,46,05-29表格/中吉公園(松江路188巷).jpg
吉林路123巷口,13,25.05731,121.53021,72,05-29表格/吉林路123巷口.jpg
中原民生路口,15,25.05808,121.52887,97,05-29表格/中原民生路口.jpg
國立臺北大學(臺北校區),30,25.05794,121.54244,133,05-29表格/國立臺北大學(臺北校區).jpg
錦州吉林路口,10,25.06028,121.52991,153,05-29表格/錦州吉林路口.jpg
中山北路二段59巷口,12,25.05606,121.5229,102,05-29表格/中山北路二段59巷口.jpg
永盛公園(民生東路一段23巷),12,25.05873,121.52488,165,05-29表格/永盛公園(民生東路一段23巷).jpg
新生錦州街口,20,25.05955,121.52744,32,05-29表格/新生錦州街口.jpg
濱江街199巷口,15,25.0734,121.53985,229,05-29表格/濱江街199巷口.jpg
大佳社區公園,15,25.07275,121.5373,44,05-29表格/大佳社區公園.jpg
濱江果菜市場,22,25.06807,121.53673,69,05-29表格/濱江果菜市場.jpg
興安合江路口,19,25.05619,121.53949,88,05-29表格/興安合江路口.jpg
復興北路514巷口東側,10,25.06597,121.54117,108,05-29表格/復興北路514巷口東側.jpg
台泥大樓,18,25.06142,121.52305,60,05-29表格/台泥大樓.jpg
植福樂群路口,10,25.08303,121.5604,43,05-29表格/植福樂群路口.jpg
新興公園,10,25.06157,121.52439,104,05-29表格/新興公園.jpg
南京伊通街口,11,25.05189,121.53517,92,05-29表格/南京伊通街口.jpg
南京龍江路口,15,25.05205,121.54012,125,05-29表格/南京龍江路口.jpg
撫順街41巷(崇德宮前),19,25.06389,121.51916,48,05-29表格/撫順街41巷(崇德宮前).jpg
臺北市立圖書館大直分館,20,25.08152,121.54646,102,05-29表格/臺北市立圖書館大直分館.jpg
捷運大直站(1號出口),27,25.0801,121.54708,115,05-29表格/捷運大直站(1號出口).jpg
